,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
1360483,1360483,2021-02-06 20:36:04.006797+00:00,x,y,2021-02-08 05:00:00+00:00,2021-02-08 06:55:00+00:00,beta,True,35.0,0,b-1,1360483,9533.0
16366418,16366418,2021-07-29 06:00:20.917698+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,1,c-4,16366418,8525.0
8350501,8350501,2021-06-01 09:27:19.644332+00:00,x,y,2021-06-20 04:00:00+00:00,2021-06-20 06:00:00+00:00,alpha,True,15.0,1,a-1,8350501,9403.0
10387191,10387191,2021-06-18 21:27:14.026987+00:00,x,y,2021-07-07 16:00:00+00:00,2021-07-07 18:00:00+00:00,alpha,True,15.0,1,a-23,10387191,6531.0
14199368,14199368,2021-07-13 05:05:59.585163+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,1,c-6,14199368,20365.0
4240876,4240876,2021-04-04 09:45:12.881828+00:00,x,y,2021-04-15 13:30:00+00:00,2021-04-15 15:30:00+00:00,alpha,True,15.0,1,a-5,4240876,9798.0
18453386,18453386,2021-08-11 11:51:40.732537+00:00,x,y,2021-08-18 07:00:00+00:00,2021-08-18 09:00:00+00:00,alpha,True,15.0,1,a-5,18453386,7524.0
15507578,15507578,2021-07-23 03:09:53.722742+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,15507578,9045.0
4888746,4888746,2021-04-19 18:35:56.424038+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20.0,1,c-4,4888746,7640.0
14991741,14991741,2021-07-18 16:55:35.778944+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,14991741,6900.0
14238132,14238132,2021-07-13 09:54:31.581147+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,1,c-6,14238132,10285.0
19717323,19717323,2021-08-17 23:48:58.539589+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,19717323,7765.0
6906797,6906797,2021-05-16 08:02:49.694507+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,alpha,True,35.0,1,a-1,6906797,8132.0
7198077,7198077,2021-05-19 12:52:58.368748+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,alpha,True,15.0,1,a-1,7198077,6531.0
9954283,9954283,2021-06-15 08:45:59.834327+00:00,x,y,2021-08-29 07:00:00+00:00,2021-08-29 09:00:00+00:00,alpha,True,15.0,1,a-5,9954283,6531.0
730583,730583,2021-01-21 19:19:17.647506+00:00,x,y,2021-01-25 11:00:00+00:00,2021-01-25 12:55:00+00:00,beta,True,40.0,0,b-69,730583,9888.0
3845104,3845104,2021-03-25 23:38:33.612549+00:00,x,y,2021-03-28 05:00:00+00:00,2021-03-28 07:00:00+00:00,alpha,True,35.0,1,a-1,3845104,10799.0
2386820,2386820,2021-03-01 09:52:18.081282+00:00,x,y,2021-03-03 13:30:00+00:00,2021-03-03 15:40:00+00:00,alpha,True,15.0,1,a-5,2386820,7502.0
13572965,13572965,2021-07-09 02:42:36.104860+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,True,35.0,1,a-9,13572965,10545.0
476608,476608,2021-01-14 11:59:49.152904+00:00,x,y,2021-01-16 14:00:00+00:00,2021-01-16 15:55:00+00:00,beta,False,40.0,0,b-9,476608,9878.0
9544403,9544403,2021-06-12 12:14:58.234212+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,1,c-4,9544403,6900.0
4386503,4386503,2021-04-08 06:22:49.824828+00:00,x,y,2021-04-09 14:00:00+00:00,2021-04-09 15:55:00+00:00,beta,True,40.0,0,b-9,4386503,15950.0
3305590,3305590,2021-03-15 12:14:45.431012+00:00,x,y,2021-04-02 11:00:00+00:00,2021-04-02 13:00:00+00:00,gamma,True,20.0,2,c-4,3305590,11300.0
630505,630505,2021-01-19 06:00:08.455059+00:00,x,y,2021-01-30 05:15:00+00:00,2021-01-30 07:25:00+00:00,alpha,True,0.0,0,a-1,630505,8739.0
12830286,12830286,2021-07-04 23:21:29.027631+00:00,x,y,2021-07-24 07:00:00+00:00,2021-07-24 09:00:00+00:00,alpha,True,35.0,1,a-5,12830286,12645.0
10985950,10985950,2021-06-23 19:05:06.553163+00:00,x,y,2021-07-03 09:45:00+00:00,2021-07-03 11:45:00+00:00,gamma,True,20.0,2,c-2,10985950,10025.0
16024872,16024872,2021-07-26 15:06:00.274100+00:00,x,y,2021-08-15 13:00:00+00:00,2021-08-15 15:00:00+00:00,alpha,True,35.0,1,a-9,16024872,12645.0
18197653,18197653,2021-08-10 13:03:31.553714+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,1,c-6,18197653,7765.0
16058599,16058599,2021-07-26 18:54:01.035828+00:00,x,y,2021-08-01 14:00:00+00:00,2021-08-01 16:00:00+00:00,gamma,True,20.0,2,c-4,16058599,19105.0
6499913,6499913,2021-05-09 17:17:50.513013+00:00,x,y,2021-05-12 17:00:00+00:00,2021-05-12 18:59:00+00:00,gamma,True,20.0,1,c-6,6499913,12500.0
6130556,6130556,2021-05-04 07:21:42.332543+00:00,x,y,2021-05-12 16:00:00+00:00,2021-05-12 18:00:00+00:00,alpha,True,35.0,1,a-7,6130556,6995.0
10608139,10608139,2021-06-20 18:59:07.260132+00:00,x,y,2021-06-30 04:00:00+00:00,2021-06-30 06:00:00+00:00,alpha,True,35.0,1,a-1,10608139,7124.0
8383772,8383772,2021-06-01 14:23:00.625311+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,1,c-6,8383772,10900.0
3705262,3705262,2021-03-23 03:51:35.020231+00:00,x,y,2021-03-27 11:00:00+00:00,2021-03-27 13:00:00+00:00,gamma,True,20.0,2,c-4,3705262,10800.0
6275841,6275841,2021-05-06 08:10:29.176592+00:00,x,y,2021-05-14 16:00:00+00:00,2021-05-14 18:00:00+00:00,alpha,True,15.0,1,a-7,6275841,5495.0
10933550,10933550,2021-06-23 11:43:10.715100+00:00,x,y,2021-07-02 16:00:00+00:00,2021-07-02 18:00:00+00:00,alpha,True,35.0,1,a-23,10933550,11072.0
1170793,1170793,2021-02-02 08:37:56.117546+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 18:10:00+00:00,alpha,True,0.0,0,a-7,1170793,8739.0
10524751,10524751,2021-06-20 06:26:17.187131+00:00,x,y,2021-06-30 09:45:00+00:00,2021-06-30 11:45:00+00:00,gamma,True,20.0,2,c-2,10524751,7620.0
17633661,17633661,2021-08-07 21:19:23.350661+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,20.0,1,a-7,17633661,12645.0
11484529,11484529,2021-06-27 12:17:55.833603+00:00,x,y,2021-07-02 09:45:00+00:00,2021-07-02 11:45:00+00:00,gamma,True,20.0,1,c-2,11484529,6900.0
15356034,15356034,2021-07-21 21:47:34.073752+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 15:55:00+00:00,beta,True,40.0,0,b-9,15356034,9220.0
14964607,14964607,2021-07-18 12:54:29.740033+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 16:00:00+00:00,gamma,True,20.0,2,c-4,14964607,8765.0
10911103,10911103,2021-06-23 08:20:34.681999+00:00,x,y,2021-06-23 11:50:00+00:00,2021-06-23 13:50:00+00:00,gamma,True,20.0,1,c-2,10911103,7765.0
11942891,11942891,2021-06-30 08:19:53.749341+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,35.0,1,a-9,11942891,15377.0
18361633,18361633,2021-08-11 03:07:40.997117+00:00,x,y,2021-08-27 11:00:00+00:00,2021-08-27 12:55:00+00:00,beta,True,20.0,0,b-69,18361633,6580.0
16914606,16914606,2021-08-02 19:09:04.689538+00:00,x,y,2021-09-26 04:00:00+00:00,2021-09-26 06:00:00+00:00,alpha,True,35.0,1,a-1,16914606,7524.0
4115091,4115091,2021-03-31 19:51:49.757858+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,gamma,True,20.0,1,c-2,4115091,9800.0
20782881,20782881,2021-08-24 13:28:31.075186+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,2,c-6,20782881,11900.0
8558603,8558603,2021-06-03 06:08:35.352269+00:00,x,y,2021-06-19 10:00:00+00:00,2021-06-19 12:00:00+00:00,alpha,True,15.0,1,a-7,8558603,9403.0
13920987,13920987,2021-07-11 08:49:10.791516+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,35.0,1,a-7,13920987,22445.0
12715102,12715102,2021-07-04 10:57:17.265470+00:00,x,y,2021-07-17 17:00:00+00:00,2021-07-17 18:59:00+00:00,gamma,True,20.0,2,c-6,12715102,15065.0
13023544,13023544,2021-07-05 21:27:26.174662+00:00,x,y,2021-07-07 11:00:00+00:00,2021-07-07 13:00:00+00:00,gamma,True,20.0,2,c-4,13023544,13560.0
15609503,15609503,2021-07-23 16:03:42.318538+00:00,x,y,2021-09-03 17:00:00+00:00,2021-09-03 18:59:00+00:00,gamma,True,20.0,1,c-6,15609503,12560.0
5411554,5411554,2021-04-24 08:59:22.368990+00:00,x,y,2021-04-30 11:00:00+00:00,2021-04-30 13:00:00+00:00,gamma,True,20.0,2,c-4,5411554,8390.0
15157038,15157038,2021-07-20 03:25:08.205403+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,2,c-4,15157038,8245.0
15590524,15590524,2021-07-23 13:37:59.358720+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,1,c-6,15590524,13130.0
14265357,14265357,2021-07-13 13:05:20.421625+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,15.0,1,a-7,14265357,12945.0
5357492,5357492,2021-04-23 16:06:02.802728+00:00,x,y,2021-04-24 17:00:00+00:00,2021-04-24 18:59:00+00:00,gamma,True,20.0,1,c-6,5357492,7390.0
10065111,10065111,2021-06-16 07:11:31.739497+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,15.0,1,a-5,10065111,6531.0
3833420,3833420,2021-03-25 17:36:52.142165+00:00,x,y,2021-03-29 05:00:00+00:00,2021-03-29 07:00:00+00:00,gamma,True,20.0,2,c-2,3833420,10800.0
7464250,7464250,2021-05-22 09:36:07.591829+00:00,x,y,2021-07-29 16:00:00+00:00,2021-07-29 18:00:00+00:00,alpha,True,15.0,1,a-7,7464250,7124.0
10018276,10018276,2021-06-15 17:50:04.164303+00:00,x,y,2021-07-11 09:45:00+00:00,2021-07-11 11:45:00+00:00,gamma,True,20.0,1,c-2,10018276,6620.0
9997572,9997572,2021-06-15 14:59:00.661360+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,15.0,1,a-5,9997572,6531.0
20043227,20043227,2021-08-19 18:44:11.509717+00:00,x,y,2021-08-30 17:05:00+00:00,2021-08-30 19:05:00+00:00,omega,True,20.0,1,d-5,20043227,6870.0
10970166,10970166,2021-06-23 16:57:13.988545+00:00,x,y,2021-07-02 16:00:00+00:00,2021-07-02 18:00:00+00:00,alpha,True,35.0,1,a-23,10970166,11072.0
6092653,6092653,2021-05-03 17:01:44.111052+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 06:55:00+00:00,beta,True,40.0,0,b-1,6092653,8726.0
18649040,18649040,2021-08-12 10:24:24.854348+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,15.0,1,a-23,18649040,12945.0
19967397,19967397,2021-08-19 10:27:06.395123+00:00,x,y,2021-08-25 04:40:00+00:00,2021-08-25 06:40:00+00:00,omega,True,20.0,1,d-1,19967397,9000.0
10316560,10316560,2021-06-18 10:44:27.518920+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 16:00:00+00:00,gamma,True,20.0,1,c-4,10316560,6620.0
5190532,5190532,2021-04-22 03:29:07.953371+00:00,x,y,2021-04-27 14:00:00+00:00,2021-04-27 15:55:00+00:00,beta,True,20.0,0,b-9,5190532,7392.0
6532007,6532007,2021-05-10 05:50:15.794521+00:00,x,y,2021-05-14 13:30:00+00:00,2021-05-14 15:30:00+00:00,alpha,True,15.0,1,a-5,6532007,5996.0
14865888,14865888,2021-07-17 16:35:28.792349+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,1,c-6,14865888,14065.0
12491707,12491707,2021-07-03 08:13:31.188487+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,True,35.0,1,a-5,12491707,12645.0
8809869,8809869,2021-06-05 13:20:29.164592+00:00,x,y,2021-07-14 05:00:00+00:00,2021-07-14 07:00:00+00:00,gamma,True,20.0,2,c-2,8809869,11900.0
1958364,1958364,2021-02-20 23:59:21.870156+00:00,x,y,2021-03-08 17:00:00+00:00,2021-03-08 18:59:00+00:00,gamma,True,20.0,1,c-6,1958364,12500.0
9393733,9393733,2021-06-11 10:11:25.475856+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 07:00:00+00:00,gamma,True,20.0,1,c-2,9393733,10900.0
7672462,7672462,2021-05-24 17:03:24.712872+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 06:55:00+00:00,beta,True,20.0,0,b-1,7672462,7395.0
12421617,12421617,2021-07-02 20:03:46.464882+00:00,x,y,2021-07-08 07:00:00+00:00,2021-07-08 09:00:00+00:00,alpha,True,15.0,1,a-5,12421617,9045.0
12924242,12924242,2021-07-05 11:50:52.776546+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,35.0,1,a-5,12924242,19545.0
12948029,12948029,2021-07-05 13:52:35.713081+00:00,x,y,2021-07-24 09:45:00+00:00,2021-07-24 11:45:00+00:00,gamma,True,20.0,2,c-2,12948029,12300.0
13569343,13569343,2021-07-09 00:35:28.913578+00:00,x,y,2021-07-12 04:00:00+00:00,2021-07-12 06:00:00+00:00,alpha,True,35.0,1,a-1,13569343,25345.0
179679,179679,2021-01-05 13:21:22.352780+00:00,x,y,2021-01-15 13:00:00+00:00,2021-01-15 15:00:00+00:00,alpha,True,0.0,0,a-5,179679,8739.0
8359958,8359958,2021-06-01 10:49:17.127957+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 06:55:00+00:00,beta,True,20.0,0,b-1,8359958,10025.0
753795,753795,2021-01-22 13:15:16.372504+00:00,x,y,2021-01-23 05:00:00+00:00,2021-01-23 06:55:00+00:00,beta,True,20.0,0,b-1,753795,8707.0
5035439,5035439,2021-04-20 17:58:48.990782+00:00,x,y,2021-05-07 16:00:00+00:00,2021-05-07 18:00:00+00:00,alpha,True,35.0,1,a-7,5035439,8290.0
7486608,7486608,2021-05-22 14:08:53.979106+00:00,x,y,2021-05-24 14:00:00+00:00,2021-05-24 15:55:00+00:00,beta,True,40.0,0,b-9,7486608,14477.0
4636617,4636617,2021-04-16 03:30:02.583951+00:00,x,y,2021-05-11 17:00:00+00:00,2021-05-11 18:59:00+00:00,gamma,True,20.0,1,c-6,4636617,8650.0
6681631,6681631,2021-05-12 12:18:27.256038+00:00,x,y,2021-05-16 11:00:00+00:00,2021-05-16 13:00:00+00:00,gamma,True,20.0,1,c-4,6681631,8145.0
14016919,14016919,2021-07-11 19:21:37.185393+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,15.0,1,a-9,14016919,11245.0
7141031,7141031,2021-05-18 18:04:06.859486+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 07:00:00+00:00,gamma,True,20.0,2,c-2,7141031,8765.0
15030593,15030593,2021-07-19 03:04:24.371603+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:55:00+00:00,beta,True,40.0,0,b-319,15030593,12990.0
16015692,16015692,2021-07-26 13:54:46.644232+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,1,c-6,16015692,15075.0
9576396,9576396,2021-06-12 16:25:48.833146+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,15.0,1,a-7,9576396,6531.0
19111905,19111905,2021-08-14 16:53:37.003426+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,20.0,1,a-1,19111905,22445.0
327224,327224,2021-01-09 23:56:13.129203+00:00,x,y,2021-01-15 05:15:00+00:00,2021-01-15 07:25:00+00:00,alpha,True,20.0,1,a-1,327224,10227.0
8889336,8889336,2021-06-06 11:27:28.598665+00:00,x,y,2021-06-21 14:00:00+00:00,2021-06-21 16:00:00+00:00,gamma,True,20.0,1,c-4,8889336,10900.0
1725446,1725446,2021-02-15 14:57:32.346832+00:00,x,y,2021-03-02 05:00:00+00:00,2021-03-02 06:55:00+00:00,beta,True,20.0,0,b-1,1725446,11504.0
20935677,20935677,2021-08-25 14:11:54.537464+00:00,x,y,2021-10-01 05:00:00+00:00,2021-10-01 07:00:00+00:00,alpha,True,15.0,1,a-1,20935677,6810.0
3165523,3165523,2021-03-13 07:01:53.317673+00:00,x,y,2021-07-30 13:30:00+00:00,2021-07-30 15:30:00+00:00,alpha,True,35.0,1,a-5,3165523,10799.0
11060835,11060835,2021-06-24 11:21:54.513403+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,1,c-6,11060835,6900.0
1177646,1177646,2021-02-02 11:12:43.121995+00:00,x,y,2021-02-24 17:00:00+00:00,2021-02-24 18:59:00+00:00,gamma,True,32.0,1,c-6,1177646,9150.0
511794,511794,2021-01-15 12:51:27.270154+00:00,x,y,2021-01-19 16:00:00+00:00,2021-01-19 18:10:00+00:00,alpha,True,20.0,1,a-7,511794,10227.0
13936529,13936529,2021-07-11 10:13:50.205880+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,2,c-4,13936529,8765.0
15678507,15678507,2021-07-24 06:19:33.122260+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,2,c-6,15678507,20105.0
20557918,20557918,2021-08-23 05:06:58.987323+00:00,x,y,2021-09-09 16:00:00+00:00,2021-09-09 18:00:00+00:00,alpha,True,20.0,1,a-23,20557918,7524.0
19607068,19607068,2021-08-17 11:15:50.797587+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,True,20.0,1,a-7,19607068,8381.0
4987773,4987773,2021-04-20 11:18:44.751012+00:00,x,y,2021-05-21 13:30:00+00:00,2021-05-21 15:30:00+00:00,alpha,True,15.0,1,a-5,4987773,7796.0
16107920,16107920,2021-07-27 06:54:04.434009+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,16107920,9280.0
6078077,6078077,2021-05-03 12:37:11.514448+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 07:00:00+00:00,gamma,True,20.0,1,c-2,6078077,9655.0
7756815,7756815,2021-05-25 19:16:52.013120+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 13:00:00+00:00,gamma,True,20.0,1,c-4,7756815,10425.0
14398738,14398738,2021-07-14 10:10:35.925130+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,35.0,1,a-9,14398738,31145.0
5353093,5353093,2021-04-23 15:16:19.112933+00:00,x,y,2021-06-03 13:30:00+00:00,2021-06-03 15:30:00+00:00,alpha,True,15.0,1,a-5,5353093,7796.0
2952588,2952588,2021-03-10 09:11:04.065935+00:00,x,y,2021-04-04 14:00:00+00:00,2021-04-04 15:55:00+00:00,beta,True,20.0,0,b-9,2952588,11357.0
3314154,3314154,2021-03-15 14:42:02.951497+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,gamma,True,20.0,2,c-2,3314154,11300.0
7590735,7590735,2021-05-23 17:58:10.381860+00:00,x,y,2021-05-30 13:00:00+00:00,2021-05-30 15:00:00+00:00,alpha,True,15.0,1,a-5,7590735,8027.0
471993,471993,2021-01-14 09:50:53.716527+00:00,x,y,2021-02-13 14:00:00+00:00,2021-02-13 15:55:00+00:00,beta,False,20.0,0,b-9,471993,8707.0
19692634,19692634,2021-08-17 19:36:50.314674+00:00,x,y,2021-08-18 17:00:00+00:00,2021-08-18 18:59:00+00:00,gamma,True,20.0,1,c-6,19692634,12050.0
19185279,19185279,2021-08-15 05:50:46.305201+00:00,x,y,2021-08-18 17:05:00+00:00,2021-08-18 19:05:00+00:00,omega,True,20.0,1,d-5,19185279,11100.0
17676458,17676458,2021-08-08 06:42:02.590561+00:00,x,y,2021-08-10 04:40:00+00:00,2021-08-10 06:40:00+00:00,omega,True,20.0,1,d-1,17676458,6870.0
2254914,2254914,2021-02-27 12:41:34.534144+00:00,x,y,2021-02-28 05:00:00+00:00,2021-02-28 07:00:00+00:00,gamma,True,20.0,1,c-2,2254914,7390.0
3124824,3124824,2021-03-12 13:47:34.262484+00:00,x,y,2021-03-13 05:00:00+00:00,2021-03-13 07:00:00+00:00,gamma,True,20.0,1,c-2,3124824,9800.0
18751709,18751709,2021-08-12 19:29:22.063625+00:00,x,y,2021-08-14 10:00:00+00:00,2021-08-14 12:00:00+00:00,alpha,True,20.0,1,a-7,18751709,12645.0
514845,514845,2021-01-15 14:17:58.882590+00:00,x,y,2021-01-20 05:00:00+00:00,2021-01-20 06:55:00+00:00,beta,True,20.0,0,b-1,514845,8697.0
18919380,18919380,2021-08-13 16:08:56.082230+00:00,x,y,2021-09-17 17:05:00+00:00,2021-09-17 19:05:00+00:00,omega,True,20.0,1,d-5,18919380,6870.0
6145601,6145601,2021-05-04 11:17:05.664945+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 13:00:00+00:00,gamma,True,20.0,2,c-4,6145601,10655.0
19892628,19892628,2021-08-18 21:24:56.647362+00:00,x,y,2021-08-23 10:35:00+00:00,2021-08-23 12:35:00+00:00,omega,True,20.0,1,d-3,19892628,16500.0
3808733,3808733,2021-03-25 08:31:22.955144+00:00,x,y,2021-03-30 13:30:00+00:00,2021-03-30 15:30:00+00:00,alpha,True,35.0,1,a-5,3808733,10799.0
15826109,15826109,2021-07-25 09:05:15.724494+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,15826109,9280.0
15872730,15872730,2021-07-25 15:11:01.921994+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,15.0,1,a-1,15872730,11245.0
13516445,13516445,2021-07-08 15:46:44.715938+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20.0,2,c-2,13516445,8765.0
7923756,7923756,2021-05-28 07:20:26.395205+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,True,15.0,1,a-9,7923756,7124.0
11600703,11600703,2021-06-28 08:08:18.255093+00:00,x,y,2021-07-04 14:00:00+00:00,2021-07-04 16:00:00+00:00,gamma,True,20.0,2,c-4,11600703,21365.0
12752645,12752645,2021-07-04 14:26:40.693344+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,15.0,1,a-23,12752645,14945.0
18334305,18334305,2021-08-10 21:20:14.663974+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,18334305,15830.0
20746999,20746999,2021-08-24 08:56:25.476253+00:00,x,y,2021-09-14 14:00:00+00:00,2021-09-14 15:55:00+00:00,beta,True,20.0,0,b-9,20746999,9540.0
221430,221430,2021-01-06 18:26:42.505404+00:00,x,y,2021-01-13 13:00:00+00:00,2021-01-13 15:00:00+00:00,alpha,True,0.0,0,a-5,221430,8739.0
702871,702871,2021-01-21 06:54:15.658261+00:00,x,y,2021-01-24 11:00:00+00:00,2021-01-24 12:55:00+00:00,beta,True,40.0,0,b-69,702871,9888.0
94040,94040,2021-01-03 06:22:52.490382+00:00,x,y,2021-01-21 11:00:00+00:00,2021-01-21 13:00:00+00:00,gamma,True,32.0,1,c-4,94040,9150.0
8463488,8463488,2021-06-02 08:41:05.188448+00:00,x,y,2021-06-16 07:00:00+00:00,2021-06-16 09:00:00+00:00,alpha,True,35.0,1,a-5,8463488,9707.0
8234874,8234874,2021-05-31 10:36:57.097038+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,alpha,True,35.0,1,a-1,8234874,9707.0
4261485,4261485,2021-04-05 00:12:20.435648+00:00,x,y,2021-10-25 11:00:00+00:00,2021-10-25 13:00:00+00:00,gamma,True,20.0,1,c-4,4261485,9800.0
17954192,17954192,2021-08-09 13:04:09.648433+00:00,x,y,2021-08-16 13:00:00+00:00,2021-08-16 15:00:00+00:00,alpha,True,15.0,1,a-9,17954192,7524.0
17180614,17180614,2021-08-05 05:32:25.661530+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,15.0,1,a-5,17180614,6524.0
21619874,21619874,2021-08-30 18:39:23.944133+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,20.0,1,a-1,21619874,17745.0
10636201,10636201,2021-06-21 04:31:26.413039+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,35.0,1,a-7,10636201,7900.0
20682803,20682803,2021-08-23 20:08:33.944477+00:00,x,y,2021-10-12 10:00:00+00:00,2021-10-12 12:00:00+00:00,alpha,True,15.0,1,a-7,20682803,6810.0
10094790,10094790,2021-06-16 11:31:39.359871+00:00,x,y,2021-06-28 04:00:00+00:00,2021-06-28 06:00:00+00:00,alpha,True,15.0,1,a-1,10094790,6531.0
18986180,18986180,2021-08-14 01:01:13.697327+00:00,x,y,2021-09-29 08:00:00+00:00,2021-09-29 09:55:00+00:00,beta,True,40.0,0,b-67,18986180,8390.0
10390941,10390941,2021-06-18 23:08:42.602509+00:00,x,y,2021-08-14 17:00:00+00:00,2021-08-14 18:59:00+00:00,gamma,True,20.0,2,c-6,10390941,7620.0
19108221,19108221,2021-08-14 16:34:14.907622+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,1,c-6,19108221,8750.0
20318315,20318315,2021-08-21 12:20:26.296477+00:00,x,y,2021-09-09 16:00:00+00:00,2021-09-09 18:00:00+00:00,alpha,True,20.0,1,a-23,20318315,7524.0
7354552,7354552,2021-05-21 06:10:53.687438+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,gamma,True,20.0,1,c-2,7354552,8025.0
1745222,1745222,2021-02-16 04:01:56.371766+00:00,x,y,2021-02-16 17:00:00+00:00,2021-02-16 18:59:00+00:00,gamma,True,20.0,2,c-6,1745222,13750.0
